Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Customer Name,Order ID,Product ID,Discount,Place,Shipping Cost,Delivery Status
2022-09-15,Central,Furniture,Tables,180.86,1.0,8.72,Mrs. Megan Ruiz DVM,1fee626f,d820ca98-d,0.0,West Aliciaview,29.59,Delivered
2022-07-31,West,Office Supplies,Paper,490.56,10.0,-6.04,Kathleen Hayden,623cf468,b1be3c53-5,0.2,West Christopherside,29.71,Delivered
2024-05-11,South,Technology,Copiers,184.06,2.0,-32.2,Patrick Glenn,104b9ddd,53c00e06-2,0.0,East Stephaniefort,16.81,Delivered
2025-05-29,East,Office Supplies,Art,776.68,5.0,-31.82,Elizabeth Li,12004ca2,728344cb-b,0.0,Garciamouth,9.04,In Transit
2024-08-07,Central,Office Supplies,Paper,744.56,1.0,-101.16,Jacob Hurst,b46151b9,52dff743-2,0.1,South Jimbury,26.72,Delivered
2024-11-26,South,Furniture,Tables,586.0,9.0,34.95,Rodney Jackson,355fa98c,29d51e09-9,0.0,Karenfurt,33.82,In Transit
2023-12-01,West,Technology,Phones,660.92,3.0,7.44,Keith Perkins,fec8f8a6,f33fdae4-d,0.0,Veronicaton,29.65,Delivered
2024-06-19,South,Office Supplies,Labels,855.11,8.0,-168.17,Shawna Paul,f98de494,49d28a68-e,0.0,Garyhaven,28.27,Delivered
2023-05-27,West,Office Supplies,Art,167.2,7.0,45.22,Laura Lopez,98cda421,0a3d6727-4,0.3,South Susan,36.41,Cancelled
2022-08-27,West,Office Supplies,Paper,578.49,7.0,-0.93,Tommy Lewis,344017cc,fcfd148f-6,0.2,Barbaraburgh,19.03,Returned
2023-03-12,Central,Technology,Accessories,703.52,8.0,-11.42,Brandon Harrison,d97e9fb3,94db5ca2-6,0.0,Sullivanfurt,15.97,In Transit
2024-03-08,South,Technology,Machines,514.07,5.0,86.49,Aaron Palmer,398a07e2,2e907f48-4,0.0,Cortezstad,42.77,In Transit
2025-04-14,East,Furniture,Chairs,28.13,4.0,7.88,Jennifer Sherman,ec7fb3f2,336ac3bc-3,0.0,Dicksonberg,29.04,Delivered
2023-11-12,South,Technology,Phones,811.36,5.0,119.56,Michael Owens,9089b894,b664f7dc-c,0.2,Waltermouth,38.77,Cancelled
2022-09-26,East,Technology,Phones,703.84,1.0,-36.98,Allison Diaz,fafe6c58,2e97fa0e-6,0.2,Brendamouth,41.56,In Transit
2022-10-31,Central,Technology,Copiers,,9.0,59.19,Austin Myers,371a4f2c,796288bf-7,0.1,South John,28.73,Delivered
2024-02-15,West,Office Supplies,Art,11.99,5.0,-0.11,Samuel Lewis,066b7f2d,e65715b0-c,0.2,New Anthonyport,35.53,Delivered
2025-03-24,Central,Office Supplies,Binders,862.69,7.0,42.4,Michael Russell,6fac9ec0,43194237-1,0.1,New Danielshire,26.83,Delivered
2025-03-21,West,Technology,Copiers,614.79,10.0,126.69,Melissa Greene,a65f13c0,c37962ca-6,0.0,Lake Paulbury,6.42,Delivered
2023-04-11,South,Furniture,Chairs,804.98,9.0,177.92,Crystal Sosa,3d0babbe,da3cb691-8,0.0,,39.93,In Transit
2022-12-15,Central,Office Supplies,Art,239.62,2.0,-0.69,Eugene Mann,b174f595,d716b1d8-c,0.1,Nicholasmouth,27.78,In Transit
2023-10-24,East,Office Supplies,Binders,233.87,6.0,-43.09,Jill Graves,52f34419,91bc992c-7,0.0,Pottsview,16.11,Delivered
2024-08-08,West,Technology,Machines,335.52,3.0,-44.42,William Smith,55a02ebe,8bbdd578-7,0.0,North Heatherhaven,30.18,Delivered
2024-09-09,South,Technology,Copiers,459.0,9.0,1.79,Mrs. Amanda Roman,630acad8,b50890e2-b,0.2,New Wanda,33.54,In Transit
2023-08-31,West,Office Supplies,Labels,435.35,5.0,101.0,Mitchell Gonzalez,3e64619c,7e7d21e2-3,0.0,Lake Tiffanyview,40.49,Delivered
2023-03-07,West,Technology,Machines,580.86,3.0,165.51,Brian Mcdonald,1c609295,3938c853-9,0.0,Benjaminhaven,25.93,Delivered
2023-09-04,East,Technology,Copiers,835.65,3.0,,Mark Wilson,80b07857,63d80ab6-e,0.0,Jamesmouth,37.46,Delivered
2023-04-15,East,Technology,Accessories,924.33,3.0,-80.53,Suzanne Sparks,5a9e6e76,26c6cdb8-a,0.2,Jenniferbury,10.3,Delivered
2024-05-06,South,Office Supplies,Paper,225.04,1.0,41.89,Peter Hood,db204e8f,ec861379-c,0.2,Shannonbury,49.06,Delivered
2024-06-16,South,Technology,Machines,283.64,5.0,45.72,Erica Dominguez,b5a5e52f,03756dfb-0,0.0,Lake Isaiah,32.48,In Transit
2024-10-02,East,Office Supplies,Binders,946.98,3.0,19.76,Joseph Pope,1b1a5f92,d209a461-8,0.2,North Charles,18.47,In Transit
2023-11-26,East,Technology,Accessories,62.77,10.0,-1.92,Samantha Brown,ac1d21f4,cb273c03-7,0.0,Michelleborough,39.08,Delivered
2023-03-27,South,Office Supplies,Binders,165.62,4.0,,Charles Garcia,0a2c36d9,fa4595a3-2,0.0,East Alexander,49.98,Cancelled
2022-11-27,West,Office Supplies,Paper,198.39,8.0,-19.72,Nicole Christensen,0735f7b8,ec500ab8-e,,Cynthiamouth,47.14,Delivered
2023-09-22,South,Office Supplies,Labels,409.27,,5.53,Juan Hamilton,2867e6a9,a019358b-9,0.0,Ryantown,6.81,Delivered
2022-11-13,East,Technology,Accessories,68.21,5.0,11.42,Craig Martin,c500f84b,a22951ec-c,0.0,Jenniferland,40.52,In Transit
2022-09-18,Central,Furniture,Bookcases,70.49,8.0,-9.12,Angela Snow,fde6c417,e4f397c0-3,0.1,Lake Cynthia,36.96,Delivered
2023-12-12,West,Technology,Machines,439.46,1.0,101.14,Melissa Stewart,0957ee55,6d08cae6-9,0.1,Jaredport,30.03,Cancelled
2024-11-09,Central,Technology,Phones,42.99,10.0,-7.69,Joshua Nixon,17d8ee4a,015033f2-5,0.3,North Brandifort,14.86,Delivered
2023-11-10,East,Office Supplies,Binders,566.29,1.0,23.02,Alexander Russell,c0d52c40,77748514-f,0.0,South Nancyside,30.74,In Transit
2022-11-04,South,Furniture,Tables,400.47,8.0,-71.62,Vicki Baldwin,66aac9ec,6c0ec967-e,0.2,East Eddiechester,46.99,Cancelled
2023-09-10,South,Technology,Copiers,445.44,7.0,57.91,Catherine Hansen,435b06b4,00b8125a-4,0.0,Port Danielleville,28.24,Delivered
2023-10-09,West,Office Supplies,Binders,142.08,2.0,-27.42,Megan Atkinson,c113fb16,2360be0c-c,0.2,New Matthewmouth,46.31,Delivered
2025-06-10,East,Furniture,Chairs,137.66,10.0,0.61,Victor Becker,e8d61695,f69f5330-3,0.2,Spearsmouth,45.47,Returned
2024-01-08,Central,Technology,Machines,204.36,6.0,26.14,William Cortez,daeb9da7,dd1af6ab-e,0.0,West Williamfort,30.16,Delivered
2024-07-03,East,Technology,Copiers,993.5,10.0,-54.73,Lori Rosales,f51ee556,afe65921-2,0.0,Duncanfurt,,In Transit
2023-06-26,Central,Technology,Copiers,157.21,3.0,-29.1,William Howell,32536db2,e6577ac4-a,0.2,North Randy,6.55,Delivered
2022-12-30,East,Furniture,Tables,643.47,4.0,167.39,Jennifer Oconnell,61a73f32,93fb95b8-9,0.0,Nielsenfort,30.63,Delivered
2025-07-04,Central,Technology,Copiers,503.32,8.0,-90.53,Carrie Dunn,25e7b248,a7154347-b,0.0,Franktown,26.45,In Transit
2024-02-21,South,Office Supplies,Paper,648.84,10.0,-14.47,Adam Oconnor,2502386e,b0ed7aec-8,0.1,Sandraville,,Delivered
2025-01-23,West,Furniture,Chairs,433.73,5.0,95.26,Clayton Hammond,82731848,86e1ce2a-0,0.0,Port Oscar,12.05,Delivered
2024-08-24,West,Technology,Copiers,904.58,1.0,-108.54,Barbara Gonzalez,372c2919,32d04c47-0,0.2,Hannahburgh,42.13,Delivered
2022-12-27,East,Furniture,Tables,58.55,2.0,-2.32,Jeremy Olson,28275af7,73612bd2-d,0.0,Lake Scotttown,,In Transit
2022-08-30,South,Office Supplies,Art,159.98,10.0,1.2,Charles Pineda,18cac224,95f3e6db-b,0.0,Lake Emilyshire,29.3,In Transit
2024-05-27,East,Technology,Copiers,744.44,,166.22,Don Nichols,426dd4f3,4ed337cf-d,0.0,South Maryport,32.69,Cancelled
2024-05-27,East,Technology,Accessories,628.12,7.0,,Jordan Austin,16bca7ae,c5a94054-9,0.0,Gordonburgh,18.42,Delivered
2023-06-15,West,Office Supplies,Labels,568.66,10.0,-107.27,Dr. Anthony Carr DDS,d66856fe,dfad6841-4,0.0,Herreraberg,30.61,Delivered
2023-10-07,Central,Furniture,Furnishings,538.71,3.0,,Gabriel Lopez,d698635f,b28e8706-0,,Williamstad,46.81,Delivered
2025-01-01,South,Technology,Phones,345.17,9.0,-7.59,Stephanie Garrett,7e27cbf5,d4762f67-2,0.1,Taylorborough,31.71,Cancelled
2023-05-13,East,Furniture,Furnishings,460.18,6.0,-43.35,Heather Wilson,e551bdba,20d143a7-5,0.3,North Kevinstad,24.11,Delivered
2025-06-14,South,Technology,Phones,709.86,6.0,56.82,Molly Simpson,129a2f03,a9189285-0,0.2,New Rebecca,47.1,Cancelled
2022-07-28,West,Furniture,Furnishings,913.97,8.0,-179.02,Michelle Greer,8c697c9f,8c3b5176-c,,Jacksonton,,Delivered
2023-04-17,West,Furniture,Tables,,7.0,-12.66,Stephen Johnson,efe16c07,7a5b9f2c-5,0.1,Cookmouth,45.73,In Transit
2025-02-09,Central,Furniture,Furnishings,918.54,10.0,-136.31,Matthew Brooks,95edc4d5,e04a3e22-7,0.1,East Robin,7.17,In Transit
2025-04-23,East,Furniture,Furnishings,649.57,5.0,168.91,Terri Haas,5821dc41,f285b7de-1,0.0,Lake Carolyn,6.72,Delivered
2025-03-24,South,Furniture,Chairs,942.48,7.0,-2.63,Ann Barnes,6e99ca70,7e5a66d8-8,0.0,South Stephen,7.56,In Transit
2024-08-28,East,Furniture,Tables,681.77,10.0,13.49,Alyssa Steele,d5e50c11,53d55816-2,0.0,Andrewburgh,13.72,Delivered
2025-06-21,Central,Office Supplies,Binders,602.8,4.0,-102.52,Joshua Hall,c6b45c34,b9fa548a-5,0.0,Matthewville,38.82,Delivered
2024-12-18,South,Technology,Copiers,95.57,1.0,1.79,Sharon Bryant,bf159e29,5d611264-8,0.0,Doriston,22.86,Delivered
2023-08-30,East,Technology,Phones,158.35,9.0,-13.62,Shannon Simon,a15d036d,19ad27e8-1,0.0,Littlemouth,25.7,Cancelled
2024-11-01,South,Office Supplies,Binders,271.92,3.0,30.77,John Douglas,de83f376,b387e636-a,0.2,Lake Eric,16.39,Delivered
2023-08-31,South,Furniture,Furnishings,953.05,4.0,263.68,Dr. Carrie Love,8b84b84f,2a1e1542-f,0.0,Lake Wandaton,42.34,Delivered
2023-11-29,West,Furniture,Tables,389.93,5.0,-34.35,Kristen Jenkins,7e748e44,92de9c3e-3,0.2,New Seanhaven,8.95,Delivered
2025-02-25,East,Office Supplies,Labels,179.6,9.0,,Sherry Wang,89ef1ce3,d65b0901-a,0.2,Port Nathan,10.12,In Transit
2023-08-30,West,Office Supplies,Art,326.16,4.0,-27.66,Alyssa Williams,a739720f,aeee68c3-2,0.0,Romeroland,41.05,In Transit
2025-01-15,East,Technology,Machines,,5.0,-79.91,Justin Davis,643fc739,82e72403-6,0.0,Kentshire,28.56,In Transit
2025-03-10,East,Office Supplies,Labels,,2.0,-8.64,Larry Cook,b163750d,9caac7a0-9,0.1,Reevesfort,,Delivered
2025-06-07,West,Furniture,Furnishings,844.04,4.0,-78.27,Barbara Brown,4f12d35c,1ced1ef3-a,0.0,Lake Daniel,32.47,Delivered
2025-01-19,Central,Furniture,Chairs,259.56,4.0,9.12,Kenneth Vega,1e3d19b0,d4aba716-d,0.0,Derrickborough,38.61,Delivered
2024-12-05,West,Furniture,Tables,729.95,3.0,157.18,Amanda Freeman,97125298,e7f23f71-1,0.0,Josephside,17.27,Delivered
2024-01-16,West,Office Supplies,Labels,192.31,5.0,-10.67,Cheyenne Campos,2eff260d,02802954-f,0.0,Codyberg,15.79,Delivered
2023-03-28,South,Furniture,Furnishings,759.5,10.0,-61.2,Mrs. Haley Townsend,e73f9a88,5a8642cb-0,0.0,Lake Lindaburgh,17.41,Delivered
2022-09-27,East,Technology,Phones,709.46,5.0,-16.45,Monica Hampton,3621310c,2db029e9-4,0.0,Mackborough,31.93,In Transit
2022-10-03,Central,Furniture,Chairs,861.66,2.0,-37.56,Rodney Tran,dc751feb,1e36a190-2,0.2,South Jessicamouth,19.21,Delivered
2024-10-27,Central,Technology,Copiers,426.12,,36.95,Aaron Smith,16a60737,12bc3ae8-a,0.0,New Matthewburgh,21.29,Delivered
2024-01-03,East,Office Supplies,Art,380.32,8.0,73.39,Christopher Wright,effa91a2,82d2605c-9,0.0,Paynetown,12.72,In Transit
2025-06-13,West,Technology,Phones,,8.0,-9.03,Joshua Mathis,379cba2e,8a8709eb-5,0.0,Joycefort,41.53,Delivered
2023-08-30,South,Furniture,Tables,109.97,10.0,15.69,Ryan Lee,13d41222,aed6757f-c,0.1,Frederickland,26.3,Cancelled
2023-04-06,West,Furniture,Tables,116.25,10.0,-17.81,Mitchell Hayes,4a1a3ef4,0253f9ce-8,0.1,Michaelmouth,25.2,Delivered
2025-01-17,East,Furniture,Tables,,5.0,-8.89,Laura Dixon,1d80e64a,ada7f059-1,0.0,New Katherineshire,49.14,Returned
2025-03-13,East,Office Supplies,Labels,899.13,5.0,-138.33,Christine Mcpherson,846c41a5,27d4f189-4,0.0,South Jacqueline,12.6,Delivered
2024-12-06,Central,Office Supplies,Art,903.74,10.0,54.0,Mark Smith,75f5c2da,9d3cd38f-0,0.0,Taylorland,38.06,In Transit
2023-03-11,Central,Furniture,Chairs,939.07,9.0,-136.05,Bernard Weeks,2b2e80ea,ca1b6633-e,0.3,Port Wendyview,29.69,Delivered
2023-05-29,West,Furniture,Bookcases,,2.0,48.68,Christina Garrett,bb72df7d,bb881dbf-9,0.0,Riverastad,9.07,
2024-01-04,East,Office Supplies,Binders,947.53,6.0,,Dustin Reed,2fe2e631,f2d95736-0,0.2,East Sabrina,15.6,Delivered
2023-08-01,Central,Furniture,Tables,246.07,6.0,58.39,Jason Cunningham,8e4ed89a,2d1d2fb0-e,0.0,Allenshire,11.24,Delivered
2024-02-02,Central,Office Supplies,Paper,408.99,6.0,83.08,Bryan Oconnor,4d581c92,5e6a289e-2,0.2,Rhondaborough,29.97,Delivered
2024-04-26,West,Office Supplies,Labels,622.36,4.0,98.04,Reginald Williams,032c010a,ef3e643c-1,0.0,Erinside,15.8,Delivered
2023-11-29,Central,Office Supplies,Binders,489.03,6.0,53.89,Christopher Parker,1907c050,9704eadc-6,0.0,South Carlborough,21.26,Delivered
2023-01-20,South,Office Supplies,Binders,867.14,7.0,-139.95,Scott Freeman,c486eae5,73f55582-0,0.0,New Allenfort,47.14,Delivered
2024-09-06,Central,Furniture,Chairs,439.98,10.0,-87.78,Stephen Whitney,15db83c7,27ea6ebc-f,,Hannahfurt,45.54,Delivered
2023-03-05,South,Office Supplies,Labels,657.78,5.0,120.36,Rachael Lopez,7a3a752c,09e8eb5c-8,0.0,Lake Laura,16.18,Delivered
2024-06-26,Central,Office Supplies,Art,921.82,7.0,92.52,Timothy Rivers,8c76d42a,8a855d3e-4,0.1,Lopezstad,33.44,Cancelled
2024-08-07,West,Technology,Copiers,664.85,2.0,45.93,Andrea Harris,a650a233,397454d7-b,0.0,Brianton,44.75,Delivered
2023-12-29,East,Technology,Accessories,962.23,1.0,212.12,Sarah Lee,ae690233,d1c32aed-b,0.0,West Laurie,43.73,In Transit
2025-06-22,West,Office Supplies,Binders,283.0,8.0,3.01,Joyce Ryan,226b1f99,c4f5db30-2,0.0,Lake Crystaltown,32.66,Delivered
2024-11-02,West,Office Supplies,Art,701.44,3.0,153.96,Maria Hart,94678dfb,4837f4e2-9,0.2,Ryanbury,9.35,Delivered
2024-08-11,Central,Office Supplies,Binders,197.61,2.0,27.75,Christine Robinson,1e469787,64820b95-2,0.0,Brownville,22.59,Cancelled
2024-06-05,South,Office Supplies,Binders,502.26,,138.77,Bonnie Daniels,fb6de034,25c5e219-5,0.0,Lake Tiffany,5.7,Delivered
2023-01-28,East,Furniture,Tables,288.24,8.0,-15.5,Patricia Smith,f702bb46,e4edad87-9,0.0,East Lucashaven,32.94,Delivered
2024-07-06,East,Technology,Copiers,885.28,6.0,147.39,Gregory Sherman,ef8b3db3,60c79dc9-1,0.1,Roachland,18.66,Delivered
2023-09-15,East,Technology,Machines,326.02,2.0,13.07,Marissa Scott,8e37d564,ca60a770-1,0.1,North Tabithaburgh,48.36,Cancelled
2023-05-13,South,Technology,Accessories,900.82,9.0,13.04,Jennifer Villarreal,6c42af0e,c95f1288-0,0.2,Matthewchester,33.01,In Transit
2023-09-07,Central,Office Supplies,Art,364.42,6.0,87.65,Nicole Hall,efa181bd,cf901edf-4,0.0,Nicolefurt,,In Transit
2022-09-07,West,Furniture,Bookcases,748.36,9.0,-121.14,Monica Davis,506b92e5,dd5f11e4-4,0.2,Port Michael,14.65,Delivered
2023-12-10,East,Furniture,Tables,565.02,6.0,153.42,Stephanie Richardson,c427a445,c39070d1-b,,,24.62,In Transit
2023-10-09,Central,Office Supplies,Labels,945.04,1.0,-69.97,Kyle Cruz,d8566487,05eb68eb-c,0.0,Jeremyborough,16.51,Delivered
2024-05-28,Central,Office Supplies,Paper,980.59,3.0,-107.61,Kenneth Gallegos,78ece185,1ee2a07f-4,0.3,Johnhaven,9.98,Delivered
2023-07-11,Central,Office Supplies,Labels,801.28,3.0,,Donald Curry,c464bc33,1e85ebbd-d,0.0,Jenniferville,32.81,In Transit
2025-01-19,West,Technology,Phones,189.63,4.0,34.13,Hannah Wheeler,5c8470c4,1f255d64-a,0.2,West James,17.71,Delivered
2024-11-21,Central,Technology,Machines,971.46,2.0,72.47,Sydney Bell,e85e025c,b0469a3c-b,0.0,Bryantberg,26.63,Delivered
2023-12-28,Central,Office Supplies,Paper,135.38,4.0,17.17,Wayne Wright,c8470eee,90d7d62f-d,0.0,Jonesfort,8.07,Delivered
2025-05-06,Central,Furniture,Furnishings,211.53,5.0,29.69,Cynthia Caldwell,c67de0e0,6878ded9-9,0.0,Richardmouth,33.98,In Transit
2025-05-09,Central,Office Supplies,Paper,633.38,2.0,101.58,Philip Rogers,560ba190,144bd0d5-c,0.1,South Ericland,17.57,Delivered
2025-02-26,South,Technology,Accessories,,8.0,162.85,Kenneth Meza,d269a7a7,e4ad68bb-b,0.0,Ralphhaven,22.73,Delivered
2025-03-10,East,Furniture,Chairs,913.68,2.0,190.06,Kyle Rodriguez,97df46d2,d76acdb6-0,0.1,North Allison,23.82,Delivered
2024-12-17,East,Office Supplies,Paper,926.84,1.0,-178.51,Lance Hernandez,568337e8,012cbf9f-8,0.3,Thomasport,20.43,Delivered
2023-01-15,East,Furniture,Tables,858.14,2.0,-3.67,Joshua Wise,46adb1aa,ece0ff27-a,0.2,South Danielle,19.12,Delivered
2024-07-25,South,Furniture,Tables,674.81,1.0,117.59,Melissa Crawford,1e105a0b,1f52173c-f,0.2,Brownchester,6.42,Delivered
2024-08-30,West,Office Supplies,Labels,579.11,7.0,-76.03,Brandon Blankenship,543f2517,18bacbe0-c,0.1,New William,38.62,Delivered
2024-04-02,East,Furniture,Chairs,,7.0,22.17,Brian Campbell,ddb4971d,d7419db3-1,0.0,Smithmouth,38.99,Delivered
2024-02-03,Central,Furniture,Tables,70.48,8.0,6.01,Jason Schmitt,c76be495,a343ceed-1,0.0,Louiston,24.34,Delivered
2024-12-02,South,Office Supplies,Paper,971.85,7.0,202.83,Jennifer Dean,455e8bbf,f8334b1f-1,0.1,Collinfort,34.78,Delivered
2024-02-16,South,Technology,Copiers,478.06,7.0,89.18,Shelley Williams,0d43d43d,ba22cab0-3,0.0,North Cindystad,22.42,Delivered
2024-03-19,East,Office Supplies,Labels,409.43,6.0,-80.27,Justin Davis,6303f6ce,70a0c31f-5,0.0,Port Tylerfort,34.09,Delivered
2024-02-02,Central,Office Supplies,Art,994.56,3.0,-89.75,Nicholas Singleton,31ff3c00,5ee71023-5,0.2,Contrerasmouth,32.08,Delivered
2023-01-07,South,Office Supplies,Labels,632.07,1.0,153.74,Alyssa Brooks,e59e6fdc,c334eb0d-4,0.0,Parkerhaven,23.64,Delivered
2022-11-14,East,Technology,Accessories,900.81,1.0,128.39,Jonathan Forbes,51c44c42,45e7cb72-5,,North Olivia,10.42,Delivered
2022-11-23,South,Office Supplies,Labels,277.79,8.0,67.72,Jodi Park,3358a78d,cf498f6f-8,0.1,Lake Samuelville,47.04,In Transit
2022-07-25,East,Furniture,Chairs,558.61,,112.27,Jose Martinez,e781212a,8effc11d-9,0.0,New Hunterport,22.78,In Transit
2025-01-13,South,Office Supplies,Art,929.93,7.0,69.36,Theresa Williams,e454bf39,9be7c6e3-f,0.1,Ivanmouth,24.85,In Transit
2024-09-05,East,Furniture,Furnishings,855.31,,-100.17,Laura Smith,54cac225,8a17fbe0-1,0.0,West Joshuastad,26.55,Delivered
2024-01-26,East,Furniture,Furnishings,535.34,9.0,-72.48,Emily Shields,a311961c,eb9032aa-b,0.2,Caseyfort,,Delivered
2024-10-06,Central,Technology,Phones,576.08,4.0,-111.85,Ryan Scott,1c2bb348,184c1d49-3,0.1,Orrview,41.54,In Transit
2024-05-20,Central,Technology,Accessories,230.87,7.0,60.75,Michael Kelly,fd67742d,857349f6-9,0.2,Angelatown,43.39,Delivered
2024-10-31,Central,Office Supplies,Paper,832.25,5.0,-114.91,Joshua Carr,99f013d1,0b9b8f64-5,0.2,Ramosmouth,41.96,Delivered
2023-09-15,Central,Technology,Copiers,40.81,6.0,11.4,Timothy Hoffman,05f1b875,9b391504-c,0.3,South Danielle,17.53,Delivered
2025-06-29,South,Office Supplies,Labels,849.08,5.0,69.43,Ann Juarez,196b2441,86ecee2e-f,0.0,North Diana,48.26,Delivered
2024-03-17,South,Office Supplies,Labels,709.65,5.0,161.44,Elizabeth Carney,db989fe7,736223eb-8,0.1,Carloschester,45.47,Delivered
2024-11-10,South,Furniture,Tables,370.94,10.0,106.74,Christopher Wells,137fc142,8ea1368b-9,0.0,Lake Brendanburgh,34.17,Cancelled
2023-12-28,Central,Office Supplies,Paper,,1.0,,Michael Tyler,da212606,f55ed25a-1,0.1,Erinstad,38.59,Delivered
2023-04-24,West,Furniture,Tables,309.09,9.0,35.15,Carrie Wilson,45f080cd,f2bdd22a-6,0.0,Port Jason,10.61,Delivered
2024-03-10,West,Office Supplies,Paper,913.29,6.0,108.77,Kristina White,bad266f0,77677893-d,0.1,Port Kimmouth,39.91,In Transit
2025-02-26,East,Office Supplies,Binders,839.85,7.0,97.98,Jennifer Martin,25704761,d7f433aa-d,0.1,Williamport,32.5,Delivered
2023-12-07,East,Office Supplies,Paper,956.7,5.0,258.67,Keith Rodriguez,98a76bfc,a87ad2bf-b,0.0,New Kathryn,37.02,In Transit
2025-01-07,South,Furniture,Furnishings,998.62,8.0,149.54,Stephanie Campbell,0962a981,cebd1975-0,0.2,Kristinshire,13.82,Delivered
2024-10-21,West,Technology,Accessories,339.54,2.0,9.8,Emily Everett,9b90da94,2688fbc9-d,0.2,Reedborough,29.09,Delivered
2023-08-11,Central,Technology,Machines,399.63,10.0,18.74,Chad Hickman,e6748797,9af770fc-3,0.0,Charlesport,43.16,Delivered
2023-08-29,Central,Office Supplies,Binders,453.64,6.0,121.99,Steven Ray,a4dc2f36,bfc67a54-9,0.0,New Matthew,14.71,Delivered
2025-02-02,South,Furniture,Chairs,829.6,5.0,44.92,Tyler Shaw,3766a061,6697f842-a,0.0,West Scott,47.6,Cancelled
2022-09-28,East,Furniture,Tables,757.33,5.0,167.95,Neil Riley,6d527379,2d304c1e-e,0.0,Danielsstad,32.43,Delivered
2024-06-18,West,Technology,Phones,371.22,1.0,-2.11,Dwayne Ortiz,dad44b23,14b471b1-6,0.2,East Cynthia,33.09,Cancelled
2023-10-16,South,Technology,Phones,871.89,6.0,255.46,Mr. Kenneth Carney,1d1ae1be,8f059da0-9,0.1,Jamesbury,22.82,In Transit
2025-03-04,Central,Technology,Accessories,828.45,10.0,116.95,Laura Elliott,eab69e58,d7a14931-7,0.0,Barbaraburgh,6.18,Returned
2023-06-03,South,Office Supplies,Art,432.19,1.0,95.9,Tiffany Mason,2ceae130,cf544332-f,0.0,Patrickview,35.8,Delivered
2024-02-04,West,Furniture,Bookcases,,1.0,-84.09,Tanner Francis,93c815f8,05c873c3-8,0.0,Vanessashire,48.41,Delivered
2022-08-27,South,Office Supplies,Paper,750.4,8.0,45.85,Susan Romero,984bd1f5,f92c7d12-2,0.1,West Jesseside,44.47,In Transit
2022-11-03,South,Office Supplies,Labels,485.94,3.0,-25.55,Kelly Kramer,efe40b23,a62bd96c-0,0.0,Hillstad,10.08,Delivered
2023-08-04,South,Office Supplies,Labels,914.66,8.0,195.18,Kendra Martinez,d0d0dbae,338cc987-b,0.0,Briannaborough,10.13,Delivered
2022-12-08,Central,Office Supplies,Labels,842.78,6.0,124.91,Charles Morales,af12e5d1,aeb416bb-6,0.0,West Anna,12.07,Cancelled
2025-04-16,West,Office Supplies,Paper,818.38,3.0,-47.13,Lydia Potter,33d0c826,4154da58-b,0.0,New Caitlin,45.27,In Transit
2022-11-14,South,Furniture,Furnishings,937.63,5.0,262.42,Mark Duran,862ddf41,2ad520b9-9,0.1,Raymondview,8.68,In Transit
2023-11-15,Central,Technology,Phones,852.01,2.0,49.12,Randy Davis,4e961a45,0dbd48f8-1,0.2,North Amandachester,20.05,Delivered
2023-12-28,South,Office Supplies,Labels,853.9,7.0,-121.47,Allison Watkins,60397aec,23d7831f-e,0.1,Robertville,28.15,In Transit
2023-06-20,South,Furniture,Tables,607.11,5.0,35.41,Dennis Underwood,97cd806d,35d00d8c-c,0.0,Martinburgh,49.18,Delivered
2023-06-16,Central,Furniture,Bookcases,221.81,10.0,59.64,Dr. Samuel Grant PhD,faa6509a,1774ab1b-7,0.2,Bellville,38.93,Delivered
2022-10-21,East,Office Supplies,Art,278.86,2.0,44.47,Benjamin Johnson,34678ae0,707be871-c,0.1,Kennethmouth,49.21,In Transit
2024-09-17,Central,Furniture,Furnishings,274.38,8.0,59.43,Jason Martin,b92d7f90,0ec3953f-5,0.2,East Kyle,42.46,Delivered
2023-08-04,Central,Office Supplies,Labels,,5.0,-8.01,Mr. Norman Powers,90854f56,db7a7eae-3,0.1,Millerhaven,10.55,Delivered
2024-10-19,South,Technology,Machines,153.35,9.0,18.3,Lisa Barrera,350b5cf3,a23ed877-c,0.1,South Zachary,6.76,Returned
2022-10-18,West,Office Supplies,Binders,662.82,3.0,89.09,Donald Kim,4b04c7ab,7ececfe8-0,,Port Maxchester,43.19,Delivered
2024-10-24,South,Technology,Phones,74.19,6.0,-7.42,Stacy Marquez,7103b748,87966d74-1,0.0,Charlesbury,13.73,Returned
2024-05-06,South,Technology,Machines,985.16,2.0,148.52,Christine Jensen,e50da6df,7ac632b7-8,0.0,Baldwinland,29.0,Cancelled
2024-11-25,South,Furniture,Bookcases,172.34,9.0,-13.38,Keith Robertson,a3c27ea8,1909b004-d,0.1,Johnborough,35.38,In Transit
2022-12-08,West,Technology,Machines,,,-18.89,Tara Morales,c7316b42,ec54c19c-e,0.0,New Cynthia,32.09,In Transit
2025-01-06,South,Office Supplies,Binders,21.72,2.0,4.36,Marvin Boyd,f23ca570,02f39917-b,0.2,Lake Suzanneshire,49.73,Delivered
2024-02-15,West,Furniture,Tables,,2.0,63.29,Krystal Lopez,1ef13936,234ad4b1-e,0.2,Estradamouth,14.03,In Transit
